timestamp,Airtemperature_avg_2,Relativehumidity_avg_2,Precipitation_sum_1,Totalradiation_avg_1,Airpressure_avg_2,Evaporation_avg_1,Leafwetness_avg_2,SoilTemperature_avg_0.05,SoilTemperature_avg_0.1,SoilTemperature_avg_0.2,SoilTemperature_avg_0.5,SoilTemperature_avg_1,SoilTemperature_avg_1.2,Soilmoisture_avg_0.05,Soilmoisture_avg_0.1,Soilmoisture_avg_0.2,Soilmoisture_avg_0.5,Soilmoisture_avg_1,Soilmoisture_avg_1.2,Windspeed_avg_2,Windgustspeed_value_2,Windgustdirection_value_2,Windgusttime_value_2,Winddirection_avg_2,Winddirection_min_2,Winddirection_max_2
2023-05-31 00:00,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.58646616,1.157499,165,25906,182.2,158.1,223.2
2023-05-31 00:01,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3601108,0.64819944,191,30003,191.3,177.4,204.6
2023-05-31 00:05,14.9,99,0,0,828.8,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21092204,0.3086664,147,30406,162.3,139.2,196.5
2023-05-31 00:06,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.20063316,0.31381084,159,30509,209.9,144.8,240.8
2023-05-31 00:07,15,99.1,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.30352196,0.42698852,230,30612,210.9,165.6,231.4
2023-05-31 00:08,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3086664,0.47328848,200,30745,206.3,171.4,228.7
2023-05-31 00:09,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.29837752,0.35496636,234,30842,212.6,171.8,247.7
2023-05-31 00:10,15,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5401662,0.85397704,199,30951,218,197.5,248.9
2023-05-31 00:11,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.65848832,0.900277,224,31048,219.3,204.7,231.9
2023-05-31 00:12,14.9,99,0,0,828.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.67906608,0.92085476,219,31200,234.2,220,252.3
2023-05-31 00:16,14.8,99.3,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.385833,0.60189948,203,31527,202.7,172,225.7
2023-05-31 00:17,14.8,99.3,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.38068856,0.55559952,187,31651,205.6,179.8,239.7
2023-05-31 00:18,14.8,99.5,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.514444,0.68421052,208,31709,199.5,183.6,217.3
2023-05-31 00:19,14.8,99.6,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.53502176,0.65334388,196,31827,194.4,186.8,208.6
2023-05-31 00:20,14.8,99.6,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.53502176,0.67392164,203,31939,199.6,185.3,218
2023-05-31 00:21,14.8,99.7,0,0,828.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5401662,0.81282152,174,32018,176.1,140.1,197.9
2023-05-31 00:24,14.7,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.47843292,0.64819944,164,32306,175.9,158,199.4
2023-05-31 00:25,14.7,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.38068856,0.49901068,183,32433,184.6,170.2,201.8
2023-05-31 00:26,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3343886,0.49386624,189,32506,180.4,156.5,197.8
2023-05-31 00:27,14.7,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.53502176,0.7202216,176,32657,192.9,165.3,207.8
2023-05-31 00:28,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.43213296,0.71507716,172,32703,185.4,162.3,204.9
2023-05-31 00:29,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.514444,0.62247724,205,32900,189.3,170.2,208.6
2023-05-31 00:30,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.4629996,0.67392164,212,32903,191,165.6,211
2023-05-31 00:31,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.38068856,0.5401662,197,33057,176.7,148.3,214.4
2023-05-31 00:32,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.48357736,0.6944994,181,33151,177.5,149.1,210.9
2023-05-31 00:33,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.33953304,0.51958844,202,33224,189,133.7,210.3
2023-05-31 00:34,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.32409972,0.49901068,179,33318,174,141.3,193.3
2023-05-31 00:35,14.6,100,0,0,828.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.39097744,0.50929956,198,33421,193.9,167.2,207.2
2023-05-31 00:36,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.50415512,0.70478828,194,33548,194.8,167.5,209.6
2023-05-31 00:37,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.44242184,0.59675504,183,33609,185.9,159.9,211.1
2023-05-31 00:38,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.42698852,0.51958844,202,33742,188.5,173.7,203.9
2023-05-31 00:39,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.48357736,0.63276612,201,33821,191.3,176.7,201.8
2023-05-31 00:40,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.49386624,0.5916106,192,33948,193.9,168.5,212.9
2023-05-31 00:41,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.37554412,0.4629996,197,34015,190.1,177.2,203.7
2023-05-31 00:42,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.35496636,0.46814404,166,34127,183.7,159,200.2
2023-05-31 00:43,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.34982192,0.60704392,201,34245,187.6,131.2,215
2023-05-31 00:44,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.40641076,0.6173328,164,34330,185.7,159.7,200.4
2023-05-31 00:45,14.6,100,0,0,828.4,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.49901068,0.7973882,162,34424,179.6,147.9,201.8
