timestamp,Airtemperature_avg_2,Relativehumidity_avg_2,Precipitation_sum_1,Totalradiation_avg_1,Airpressure_avg_2,Evaporation_avg_1,Leafwetness_avg_2,SoilTemperature_avg_0.05,SoilTemperature_avg_0.1,SoilTemperature_avg_0.2,SoilTemperature_avg_0.5,SoilTemperature_avg_1,SoilTemperature_avg_1.2,Soilmoisture_avg_0.05,Soilmoisture_avg_0.1,Soilmoisture_avg_0.2,Soilmoisture_avg_0.5,Soilmoisture_avg_1,Soilmoisture_avg_1.2,Windspeed_avg_2,Windgustspeed_value_2,Windgustdirection_value_2,Windgusttime_value_2,Winddirection_avg_2,Winddirection_min_2,Winddirection_max_2
2023-06-01 00:00,15.1,98.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.11436484,3.19469724,110,25951,102.2,88.8,114.1
2023-06-01 00:01,15.2,98.8,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.02176492,2.57222,132,30045,106.8,87.7,127.1
2023-06-01 00:17,15.2,98.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.06489908,1.543332,93,31618,84.4,38,110.8
2023-06-01 00:18,15.2,99,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.79026512,2.89117528,90,31745,89.1,63.3,100.4
2023-06-01 00:19,15.1,99,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.671943,2.57736444,112,31806,116.3,109.5,132.5
2023-06-01 00:20,15.2,98.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.65650968,2.65453104,106,31906,119.1,100.2,152.4
2023-06-01 00:21,15.2,98.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.83854372,1.48159872,120,32009,149.5,121.2,178.6
2023-06-01 00:25,15.2,99.3,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.5690542,2.74713096,75,32445,102.6,67.9,122.3
2023-06-01 00:26,15.2,99.4,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.35813216,2.3664424,105,32600,95.4,70.3,134.1
2023-06-01 00:27,15.2,99.5,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0063316,2.90146416,104,32603,100.2,74.5,118.4
2023-06-01 00:28,15.1,99.5,0,0,827.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6976652,2.68539768,118,32703,95.8,60.5,119.7
2023-06-01 00:29,15.1,99.6,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.00118716,2.81915312,92,32806,96.5,76.3,111.5
2023-06-01 00:30,15.1,99.6,0,0,827.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6462208,2.73169764,88,33000,95.7,71.2,125.4
2023-06-01 00:31,15.1,99.7,0,0,827.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.22754252,3.00435296,107,33030,100.9,79.6,119.3
2023-06-01 00:32,15.1,99.7,0,0,827.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.58963196,2.35615352,99,33103,105.5,83.3,120.8
2023-06-01 00:36,15.1,99.8,0,0,827.5,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.69252076,2.40759792,125,33524,108.7,95.8,123.4
2023-06-01 00:37,15.1,99.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.34269884,2.0320538,117,33621,97.7,54.1,129.3
2023-06-01 00:38,15.1,99.9,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.60506528,2.36129796,105,33724,111.9,88.5,142.8
2023-06-01 00:39,15.1,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.94657696,1.65136524,128,33900,105,87.6,135.8
2023-06-01 00:40,15.1,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.01859912,1.78512068,135,33903,124.2,102.4,155
2023-06-01 00:41,15.1,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.1832212,1.75939848,108,34100,113.1,81.8,148.1
2023-06-01 00:42,15.1,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.27582112,2.0063316,107,34103,112.5,90.6,147.5
2023-06-01 00:44,15.1,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0803324,1.5947764,103,34318,110.5,83.4,135.6
2023-06-01 00:47,15,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.55876532,2.48476452,121,34651,112,93.7,132.7
2023-06-01 00:48,14.9,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.37158684,3.41590816,112,34721,100.6,61.8,122.1
2023-06-01 00:49,14.9,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.01662048,2.96319744,78,34815,93,72.4,117.8
2023-06-01 00:50,14.9,100,0,0,827.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.4661654,2.11436484,106,34939,104.4,92.5,116.3
2023-06-01 00:51,14.9,100,0,0,827.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.45587652,2.40759792,108,35039,108.1,83.3,130.3
2023-06-01 00:55,14.9,100,0,0,827.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.50732092,2.8551642,91,35430,98.1,67.1,128.4
2023-06-01 00:56,14.9,100,0.1,0,827.7,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.5947764,2.50534228,93,35539,96.8,53.8,121.9
