timestamp,Airtemperature_avg_2,Relativehumidity_avg_2,Precipitation_sum_1,Totalradiation_avg_1,Airpressure_avg_2,Evaporation_avg_1,Leafwetness_avg_2,SoilTemperature_avg_0.05,SoilTemperature_avg_0.1,SoilTemperature_avg_0.2,SoilTemperature_avg_0.5,SoilTemperature_avg_1,SoilTemperature_avg_1.2,Soilmoisture_avg_0.05,Soilmoisture_avg_0.1,Soilmoisture_avg_0.2,Soilmoisture_avg_0.5,Soilmoisture_avg_1,Soilmoisture_avg_1.2,Windspeed_avg_2,Windgustspeed_value_2,Windgustdirection_value_2,Windgusttime_value_2,Winddirection_avg_2,Winddirection_min_2,Winddirection_max_2
2023-05-29 00:00,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.79540956,2.93747524,122,25951,108.6,85.7,136.4
2023-05-29 00:01,13.7,100,0.1,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.89829836,2.5207756,108,30100,114.5,98.3,138
2023-05-29 00:02,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.91887612,2.50019784,109,30148,108.3,86.6,125.9
2023-05-29 00:07,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.25009892,2.314998,90,30624,123.3,90.6,143.7
2023-05-29 00:08,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6204986,2.30470912,124,30721,116.6,88.6,132.9
2023-05-29 00:09,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.71824296,2.9323308,108,30824,116.4,96.3,141
2023-05-29 00:10,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.38385436,1.93430944,109,31000,113.6,96.3,129.7
2023-05-29 00:11,13.7,100,0.1,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.84170952,2.50534228,127,31003,118.3,102.7,135.2
2023-05-29 00:15,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.67708744,2.80886424,90,31406,113.9,98.6,128.8
2023-05-29 00:16,13.8,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.47130984,2.23268696,130,31600,114.9,92.3,131.8
2023-05-29 00:17,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.2892758,3.14839728,97,31618,104.4,87.2,125.4
2023-05-29 00:18,13.7,100,0.1,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.057776,3.63711908,105,31733,102.1,72.8,125.9
2023-05-29 00:19,13.7,100,0,0,827.6,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.93430944,2.75741984,114,31818,113.9,100.9,140.2
