timestamp,Airtemperature_avg_2,Relativehumidity_avg_2,Precipitation_sum_1,Totalradiation_avg_1,Airpressure_avg_2,Evaporation_avg_1,Leafwetness_avg_2,SoilTemperature_avg_0.05,SoilTemperature_avg_0.1,SoilTemperature_avg_0.2,SoilTemperature_avg_0.5,SoilTemperature_avg_1,SoilTemperature_avg_1.2,Soilmoisture_avg_0.05,Soilmoisture_avg_0.1,Soilmoisture_avg_0.2,Soilmoisture_avg_0.5,Soilmoisture_avg_1,Soilmoisture_avg_1.2,Windspeed_avg_2,Windgustspeed_value_2,Windgustdirection_value_2,Windgusttime_value_2,Winddirection_avg_2,Winddirection_min_2,Winddirection_max_2
2023-05-30 00:00,15.1,95.4,0,0,839.9,0.086,258,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.5658884,0.81796596,155,25915,156.2,130.3,179.2
2023-05-30 00:01,15.1,95.4,0,0,839.9,0.086,256,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.54531064,0.86426592,154,30015,157.4,132.1,177.8
2023-05-30 00:06,15.1,95.5,0,0,839.9,0.086,260,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.34982192,0.65848832,154,30600,167.8,142.5,213.7
2023-05-30 00:07,15.1,95.4,0,0,839.9,0.086,261,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.47843292,0.71507716,161,30633,153.8,131,173.4
2023-05-30 00:08,15.1,95.3,0,0,839.9,0.086,261,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.4372774,0.62247724,155,30721,156.7,142.3,177.5
2023-05-30 00:09,15.1,95.3,0,0,839.9,0.086,250,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.34467748,0.48357736,164,30833,150.4,114.7,186.8
2023-05-30 00:10,15.1,95.3,0,0,839.8,0.086,245,19.9,22.2,24.5,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.22635536,0.42698852,172,30951,154.9,102.4,321.1
2023-05-30 00:11,15.1,95.3,0,0,839.8,0.086,260,19.9,22.1,24.4,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.9,0.28808864,0.43213296,176,31048,167.9,131.5,206.2
2023-05-30 00:12,15.1,95.2,0,0,839.9,0.086,244,19.9,22.1,24.4,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.43213296,0.771666,161,31154,164.1,136.6,197.2
2023-05-30 00:16,15.2,94.9,0,0,839.9,0.086,249,19.8,22.1,24.4,25.2,25.4,24.9,10.7,11.5,9.5,14.6,11.8,27.8,0.4115552,0.74079936,176,31527,191.5,160.9,260.1
