timestamp,Airtemperature_avg_2,Relativehumidity_avg_2,Precipitation_sum_1,Totalradiation_avg_1,Airpressure_avg_2,Evaporation_avg_1,Leafwetness_avg_2,SoilTemperature_avg_0.05,SoilTemperature_avg_0.1,SoilTemperature_avg_0.2,SoilTemperature_avg_0.5,SoilTemperature_avg_1,SoilTemperature_avg_1.2,Soilmoisture_avg_0.05,Soilmoisture_avg_0.1,Soilmoisture_avg_0.2,Soilmoisture_avg_0.5,Soilmoisture_avg_1,Soilmoisture_avg_1.2,Windspeed_avg_2,Windgustspeed_value_2,Windgustdirection_value_2,Windgusttime_value_2,Winddirection_avg_2,Winddirection_min_2,Winddirection_max_2
2023-05-28 00:00,15.6,90,0,0,838.7,0.087,250,21.9,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.66165412,2.04748712,89,25903,87.6,79.3,97.3
2023-05-28 00:01,15.6,90,0,0,838.7,0.087,244,21.9,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.60506528,2.22239808,84,30042,94.4,85.6,106.3
2023-05-28 00:03,15.5,89.9,0,0,838.7,0.087,250,21.8,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.8,1.17293232,1.86743172,108,30251,105.7,73.8,127.6
2023-05-28 00:07,15.4,90.3,0,0,838.7,0.087,261,21.8,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.37356548,1.929165,82,30654,102.3,83.4,127.1
2023-05-28 00:08,15.4,90.4,0,0,838.7,0.087,254,21.8,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.63078748,2.29442024,97,30736,107.2,93,131.2
2023-05-28 00:09,15.4,90.4,0,0,838.7,0.087,244,21.8,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.69252076,2.63909772,103,30833,105.5,90.5,123.1
2023-05-28 00:10,15.4,90.5,0,0,838.7,0.087,263,21.7,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.9,27.9,1.62564304,2.53106448,127,30951,99.9,83.7,129.8
2023-05-28 00:11,15.4,90.7,0,0,838.7,0.087,245,21.7,23.9,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.71824296,2.35615352,86,31039,104.1,82.5,128.7
2023-05-28 00:12,15.4,90.4,0,0,838.7,0.087,259,21.7,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.37356548,1.8519984,104,31130,99,77.7,119.8
2023-05-28 00:17,15.4,90.6,0,0,838.7,0.087,249,21.6,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.81084288,2.42817568,111,31700,104,79.8,119.8
2023-05-28 00:18,15.5,90.6,0,0,838.7,0.087,250,21.6,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.98575384,2.48990896,111,31709,110.2,94.4,127
2023-05-28 00:19,15.5,90.5,0,0,838.7,0.087,264,21.6,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.73367628,2.40759792,95,31812,109.8,86.7,125.7
2023-05-28 00:20,15.4,90.4,0,0,838.7,0.087,247,21.6,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.5690542,2.37158684,93,31933,107.5,93.2,123.8
2023-05-28 00:21,15.4,90.4,0,0,838.7,0.087,244,21.6,23.8,25.6,25.8,25.5,24.9,11.2,11.8,9.5,14.6,11.8,27.9,1.57934308,2.56707556,103,32027,108.2,82.6,131.4
